,Area,Convex Area,Major_axis_length,Plate_id,Well_id,bbox,centroid
0,362,504,43.43467469546886,DEC_P3,P,"(419, 132, 454, 157)","(433.439226519337, 141.51657458563537)"
1,342,472,43.89754246591185,DEC_P3,P,"(422, 750, 447, 787)","(433.9327485380117, 767.96783625731)"
2,404,543,47.43515483033413,DEC_P3,P,"(449, 243, 476, 282)","(462.41584158415844, 263.0940594059406)"
3,314,380,28.50917373516776,DEC_P3,P,"(587, 724, 606, 750)","(595.3821656050956, 736.8216560509554)"
4,270,400,43.28650096112578,DEC_P3,P,"(761, 925, 800, 942)","(778.7962962962963, 935.4814814814815)"
5,361,488,49.49465781349022,DEC_P3,P,"(782, 243, 828, 258)","(803.2714681440443, 249.97229916897507)"
6,377,518,40.55892301664671,DEC_P3,P,"(831, 165, 868, 184)","(846.6790450928382, 173.24403183023873)"
7,263,468,45.23229717536041,DEC_P3,P,"(836, 984, 875, 1001)","(855.5779467680609, 993.9467680608365)"
8,368,472,45.151487977786616,DEC_P3,P,"(855, 339, 881, 377)","(868.4565217391304, 356.3804347826087)"
9,329,609,55.013299460841395,DEC_P3,P,"(863, 116, 911, 138)","(885.1550151975684, 126.40729483282675)"
10,347,452,39.96545309498917,DEC_P3,P,"(884, 208, 905, 243)","(893.0489913544668, 225.30259365994237)"
11,325,414,50.30469311846071,DEC_P3,P,"(917, 638, 965, 650)","(942.603076923077, 644.0738461538461)"
12,344,463,47.39796585664215,DEC_P3,P,"(935, 164, 975, 185)","(953.2238372093024, 173.73546511627907)"
13,413,620,47.258234281430326,DEC_P3,P,"(981, 222, 999, 265)","(989.2130750605327, 243.10653753026634)"
14,329,473,45.51394645173718,DEC_P3,P,"(1026, 759, 1047, 798)","(1036.887537993921, 777.145896656535)"
15,348,521,41.593192471617506,DEC_P3,P,"(1060, 549, 1089, 582)","(1075.4137931034484, 566.5114942528736)"
16,323,486,49.94055173916082,DEC_P3,P,"(1085, 931, 1126, 958)","(1104.5975232198143, 943.1021671826626)"
17,329,432,46.77826332065709,DEC_P3,P,"(1095, 715, 1137, 728)","(1114.6656534954407, 720.693009118541)"
18,244,344,38.91373165690674,DEC_P3,P,"(1120, 118, 1154, 136)","(1136.889344262295, 126.59016393442623)"
19,406,546,46.08847985425793,DEC_P3,P,"(1123, 286, 1158, 318)","(1140.8743842364531, 302.5344827586207)"
20,385,487,41.60604469617484,DEC_P3,P,"(1132, 180, 1151, 217)","(1141.8, 199.74285714285713)"
21,296,513,43.79047870073246,DEC_P3,P,"(1182, 118, 1223, 138)","(1203.793918918919, 126.72972972972973)"
22,305,449,42.31586771854264,DEC_P3,P,"(1222, 754, 1256, 778)","(1237.272131147541, 767.088524590164)"
23,700,1077,52.229144535349505,DEC_P3,P,"(1251, 372, 1292, 414)","(1268.1342857142856, 392.89142857142855)"
24,234,319,28.682255182896025,DEC_P3,P,"(1295, 472, 1315, 498)","(1304.854700854701, 485.02564102564105)"
25,379,542,45.26292386616163,DEC_P3,P,"(1310, 490, 1348, 518)","(1328.6543535620053, 503.20052770448547)"
26,134,149,20.054600098713745,DEC_P3,P,"(1323, 118, 1334, 136)","(1327.589552238806, 126.53731343283582)"
27,393,571,50.65475432266304,DEC_P3,P,"(1345, 250, 1392, 267)","(1370.2290076335878, 257.2748091603053)"
28,400,582,40.60148657728015,DEC_P3,P,"(1346, 195, 1370, 228)","(1357.05, 210.015)"
29,382,519,46.89668851318788,DEC_P3,P,"(1432, 180, 1457, 219)","(1441.892670157068, 202.00785340314135)"
30,296,433,38.31590060239855,DEC_P3,P,"(1440, 144, 1474, 167)","(1455.054054054054, 154.2331081081081)"
31,421,626,48.965353183977626,DEC_P3,P,"(1457, 361, 1503, 381)","(1480.8147268408552, 370.2636579572447)"
32,414,617,50.53272347037682,DEC_P3,P,"(1483, 590, 1501, 636)","(1492.0772946859904, 613.5)"
33,865,2314,115.46985894104209,DEC_P3,P,"(1492, 121, 1584, 183)","(1548.4612716763006, 147.37687861271675)"
34,442,531,52.21735632490314,DEC_P3,P,"(1534, 895, 1575, 928)","(1553.2669683257918, 909.3393665158371)"
35,344,458,47.520875398170816,DEC_P3,P,"(1541, 272, 1584, 286)","(1564.3052325581396, 277.4389534883721)"
36,424,601,47.394911398879366,DEC_P3,P,"(1581, 204, 1617, 237)","(1598.7735849056603, 220.28537735849056)"
37,432,625,56.10632635447391,DEC_P3,P,"(1604, 584, 1645, 622)","(1623.8148148148148, 601.8425925925926)"
38,324,417,39.55633982509805,DEC_P3,P,"(1615, 334, 1646, 360)","(1629.648148148148, 347.0925925925926)"
39,423,630,48.10284552817861,DEC_P3,P,"(1621, 271, 1660, 301)","(1642.6217494089835, 287.5224586288416)"
40,351,762,55.37503303704059,DEC_P3,P,"(1654, 167, 1702, 194)","(1669.934472934473, 176.88319088319088)"
41,311,461,37.87244687125747,DEC_P3,P,"(1684, 129, 1714, 156)","(1696.450160771704, 144.19292604501607)"
42,324,406,35.38288293817791,DEC_P3,P,"(1745, 222, 1773, 246)","(1758.7376543209878, 234.070987654321)"
43,317,481,50.593298956226725,DEC_P3,P,"(1819, 823, 1864, 842)","(1841.608832807571, 833.3186119873817)"
44,384,537,42.92302768673212,DEC_P3,P,"(1888, 265, 1917, 300)","(1901.7864583333333, 281.8359375)"
45,336,460,38.457173409043435,DEC_P3,P,"(1905, 448, 1931, 480)","(1916.6309523809523, 463.38392857142856)"
46,278,416,41.49711926650117,DEC_P3,P,"(1956, 907, 1988, 935)","(1971.794964028777, 920.6330935251799)"
47,328,441,39.67461908423048,DEC_P3,P,"(1958, 665, 1988, 693)","(1972.0731707317073, 678.234756097561)"
48,415,624,45.04065918371715,DEC_P3,P,"(1980, 352, 2018, 382)","(1998.089156626506, 365.0530120481928)"
49,289,478,44.95391167215476,DEC_P3,P,"(2034, 924, 2071, 954)","(2051.0726643598614, 939.3217993079585)"
50,302,509,49.21207475028907,DEC_P3,P,"(2133, 932, 2178, 952)","(2155.062913907285, 941.5)"
51,394,547,50.21053499081782,DEC_P3,P,"(2246, 190, 2271, 232)","(2258.786802030457, 209.6751269035533)"
52,399,522,50.833950399867106,DEC_P3,P,"(2248, 346, 2291, 372)","(2269.7368421052633, 358.8671679197995)"
53,380,575,43.035819468100435,DEC_P3,P,"(2268, 320, 2304, 347)","(2284.6342105263157, 334.69736842105266)"
54,528,710,54.702896593317085,DEC_P3,P,"(2283, 655, 2313, 702)","(2295.560606060606, 676.0132575757576)"
55,320,430,43.70723530093959,DEC_P3,P,"(2383, 422, 2422, 439)","(2399.003125, 431.740625)"
56,383,506,51.46833471664239,DEC_P3,P,"(2450, 203, 2495, 224)","(2471.9556135770235, 213.75456919060053)"
57,372,534,47.97636644645084,DEC_P3,P,"(2480, 638, 2496, 684)","(2488.6236559139784, 659.760752688172)"
58,307,438,46.85600469848528,DEC_P3,P,"(2480, 895, 2511, 932)","(2495.596091205212, 913.7654723127035)"
59,373,587,43.40152234964322,DEC_P3,P,"(2517, 532, 2555, 562)","(2536.798927613941, 547.6246648793566)"
60,368,575,54.840052997151915,DEC_P3,P,"(2547, 694, 2595, 716)","(2570.9809782608695, 704.25)"
61,367,512,38.190918915940884,DEC_P3,P,"(2572, 288, 2612, 308)","(2591.008174386921, 296.8910081743869)"
62,315,443,44.84047467191287,DEC_P3,P,"(2588, 649, 2630, 662)","(2607.7301587301586, 654.7555555555556)"
63,363,506,46.38299899622255,DEC_P3,P,"(2622, 418, 2663, 436)","(2638.9283746556475, 425.0330578512397)"
64,363,558,45.05729902801689,DEC_P3,P,"(2749, 490, 2790, 515)","(2770.746556473829, 500.69972451790636)"
65,367,482,45.552039913829866,DEC_P3,P,"(2768, 243, 2808, 269)","(2787.8446866485015, 255.93460490463215)"
66,362,555,45.074959257609756,DEC_P3,P,"(2768, 655, 2796, 690)","(2783.502762430939, 672.7651933701658)"
67,393,640,47.670742102354716,DEC_P3,P,"(2807, 306, 2852, 328)","(2830.539440203562, 315.0330788804071)"
68,343,478,39.594608938130015,DEC_P3,P,"(2866, 563, 2884, 601)","(2874.116618075802, 580.8513119533528)"
69,385,525,49.99478025693892,DEC_P3,P,"(2890, 342, 2923, 379)","(2905.2415584415585, 359.9064935064935)"
70,309,435,38.27410152170327,DEC_P3,P,"(2978, 408, 3000, 441)","(2987.3203883495144, 424.65695792880257)"
71,300,479,44.57969479152682,DEC_P3,P,"(3002, 880, 3036, 909)","(3022.4166666666665, 896.25)"
72,301,424,40.95284637643278,DEC_P3,P,"(3062, 502, 3101, 519)","(3080.279069767442, 510.5215946843854)"
73,343,478,45.60650975411792,DEC_P3,P,"(3089, 637, 3106, 678)","(3096.7638483965015, 657.3061224489796)"
74,298,422,35.9243238671769,DEC_P3,P,"(3133, 791, 3168, 810)","(3149.989932885906, 799.8523489932886)"
75,437,654,45.3559522254692,DEC_P3,P,"(3183, 473, 3213, 511)","(3197.2723112128147, 492.7299771167048)"
76,263,367,40.58513041775687,DEC_P3,Q,"(218, 386, 233, 422)","(225.5361216730038, 403.15209125475286)"
77,286,403,44.56170017474402,DEC_P3,Q,"(268, 786, 302, 814)","(284.2692307692308, 799.2237762237762)"
78,263,337,36.22511330253588,DEC_P3,Q,"(296, 130, 314, 162)","(304.61216730038024, 145.22053231939162)"
79,341,476,38.98176871296195,DEC_P3,Q,"(315, 168, 341, 199)","(330.21114369501464, 184.73607038123168)"
80,465,694,54.66329660411791,DEC_P3,Q,"(432, 423, 473, 459)","(449.505376344086, 441.86451612903227)"
81,419,596,51.08195068978278,DEC_P3,Q,"(435, 307, 486, 327)","(460.9713603818616, 315.98806682577566)"
82,372,499,49.207231891196905,DEC_P3,Q,"(446, 890, 491, 909)","(467.9139784946237, 898.8790322580645)"
83,326,482,45.98816732749551,DEC_P3,Q,"(490, 145, 530, 171)","(512.9325153374233, 155.6073619631902)"
84,355,467,39.439150503057974,DEC_P3,Q,"(525, 459, 556, 487)","(538.8619718309859, 473.49295774647885)"
85,414,532,47.59986597155361,DEC_P3,Q,"(590, 250, 615, 291)","(602.4492753623189, 270.84057971014494)"
86,394,504,48.26920078179624,DEC_P3,Q,"(611, 381, 656, 397)","(632.2664974619289, 388.5253807106599)"
87,365,469,41.79704215507465,DEC_P3,Q,"(619, 325, 659, 340)","(637.7780821917809, 331.55068493150685)"
88,431,575,49.82418910835545,DEC_P3,Q,"(647, 203, 693, 223)","(669.4547563805104, 213.04176334106728)"
89,381,496,41.894578017912366,DEC_P3,Q,"(744, 458, 774, 491)","(758.1312335958005, 473.7821522309711)"
90,381,493,43.14396291364614,DEC_P3,Q,"(791, 760, 809, 799)","(800.2729658792651, 778.3517060367454)"
91,736,1225,57.02324096421305,DEC_P3,Q,"(818, 347, 871, 379)","(844.335597826087, 365.04891304347825)"
92,323,427,34.700140095850315,DEC_P3,Q,"(886, 228, 916, 252)","(900.3250773993808, 239.88235294117646)"
93,429,556,48.52805933822519,DEC_P3,Q,"(932, 298, 949, 343)","(940.997668997669, 320.6247086247086)"
94,410,568,44.51160965687553,DEC_P3,Q,"(999, 326, 1027, 363)","(1014.5292682926829, 345.90731707317076)"
95,401,524,47.70411422046641,DEC_P3,Q,"(1034, 588, 1060, 628)","(1046.1047381546134, 607.6284289276808)"
96,312,398,44.77713971581353,DEC_P3,Q,"(1081, 880, 1121, 892)","(1100.8685897435898, 885.5576923076923)"
97,382,479,43.241395688505975,DEC_P3,Q,"(1090, 214, 1118, 249)","(1102.5523560209424, 230.7931937172775)"
98,561,679,55.74208740183885,DEC_P3,Q,"(1116, 112, 1145, 161)","(1130.0677361853832, 136.03386809269162)"
99,573,813,64.7710494382373,DEC_P3,Q,"(1153, 247, 1211, 275)","(1181.2495636998256, 259.979057591623)"
100,413,536,45.41420978533573,DEC_P3,Q,"(1193, 816, 1213, 856)","(1202.2808716707023, 836.181598062954)"
101,301,387,32.54638517241362,DEC_P3,Q,"(1222, 533, 1251, 554)","(1238.2558139534883, 541.2624584717609)"
102,375,479,42.59951719672874,DEC_P3,Q,"(1285, 862, 1300, 900)","(1292.1573333333333, 881.072)"
103,434,611,43.19761119301059,DEC_P3,Q,"(1295, 399, 1324, 434)","(1311.9285714285713, 414.7534562211982)"
104,385,510,44.41277149128114,DEC_P3,Q,"(1366, 774, 1409, 790)","(1386.4155844155844, 780.9714285714285)"
105,421,578,47.40361212134341,DEC_P3,Q,"(1425, 566, 1456, 603)","(1440.648456057007, 584.1900237529691)"
106,346,429,40.505162864004234,DEC_P3,Q,"(1473, 210, 1502, 241)","(1487.699421965318, 224.29190751445086)"
107,361,488,43.63642303624644,DEC_P3,Q,"(1639, 472, 1676, 496)","(1655.4570637119114, 486.0747922437673)"
108,368,488,41.82650007209837,DEC_P3,Q,"(1774, 877, 1794, 916)","(1784.6521739130435, 896.2527173913044)"
109,387,496,44.869252747384955,DEC_P3,Q,"(1784, 376, 1811, 413)","(1798.4315245478035, 395.0516795865633)"
110,406,547,47.94591264964157,DEC_P3,Q,"(1836, 692, 1867, 729)","(1850.1231527093596, 710.9408866995074)"
111,152,199,29.83247212193408,DEC_P3,Q,"(1855, 98, 1865, 126)","(1859.953947368421, 110.86184210526316)"
112,391,532,45.62378051053674,DEC_P3,Q,"(1880, 777, 1925, 795)","(1903.621483375959, 784.8491048593351)"
113,700,1082,68.06385991237927,DEC_P3,Q,"(1891, 294, 1943, 337)","(1914.537142857143, 312.65714285714284)"
114,441,619,42.74798341737184,DEC_P3,Q,"(1918, 657, 1941, 698)","(1927.3628117913831, 677.6734693877551)"
115,366,470,46.996346528334506,DEC_P3,Q,"(1969, 335, 2008, 362)","(1987.879781420765, 347.7896174863388)"
116,456,568,50.03354750481316,DEC_P3,Q,"(1976, 436, 2009, 474)","(1990.3640350877192, 453.18640350877195)"
117,419,561,44.03976689931467,DEC_P3,Q,"(2015, 725, 2040, 765)","(2027.3293556085919, 744.5489260143198)"
118,376,610,34.30075712215788,DEC_P3,Q,"(2078, 358, 2109, 390)","(2095.311170212766, 372.72340425531917)"
119,253,393,41.00129872777711,DEC_P3,Q,"(2150, 89, 2183, 109)","(2164.818181818182, 97.64426877470356)"
120,411,535,29.89780054615783,DEC_P3,Q,"(2184, 222, 2210, 250)","(2196.6423357664235, 234.46715328467153)"
121,375,492,44.76561472571502,DEC_P3,Q,"(2190, 325, 2215, 362)","(2202.2533333333336, 342.8826666666667)"
122,307,408,39.462675400274605,DEC_P3,Q,"(2212, 812, 2248, 827)","(2228.9348534201954, 818.514657980456)"
123,389,514,47.84413085858251,DEC_P3,Q,"(2226, 392, 2258, 427)","(2241.2493573264783, 409.9383033419023)"
124,438,636,46.716678306230264,DEC_P3,Q,"(2244, 515, 2280, 547)","(2262.5639269406392, 531.5251141552511)"
125,382,520,40.983647824179975,DEC_P3,Q,"(2247, 283, 2286, 302)","(2266.005235602094, 291.9685863874345)"
126,402,525,44.947638318688504,DEC_P3,Q,"(2294, 178, 2311, 221)","(2302.783582089552, 199.50497512437812)"
127,381,504,46.141978414229314,DEC_P3,Q,"(2339, 779, 2368, 816)","(2353.1259842519685, 797.6745406824147)"
128,316,447,41.193320702793024,DEC_P3,Q,"(2341, 925, 2382, 942)","(2360.8101265822784, 932.6867088607595)"
129,397,532,47.29338854405181,DEC_P3,Q,"(2348, 254, 2388, 280)","(2368.3853904282114, 266.35012594458436)"
130,172,264,26.61432292159313,DEC_P3,Q,"(2393, 91, 2413, 114)","(2403.267441860465, 103.02906976744185)"
131,359,486,35.98404915271819,DEC_P3,Q,"(2429, 331, 2460, 355)","(2442.5821727019497, 341.01114206128136)"
132,392,530,52.9268935924278,DEC_P3,Q,"(2431, 906, 2481, 930)","(2453.9464285714284, 916.8826530612245)"
133,338,449,48.3956671562096,DEC_P3,Q,"(2537, 245, 2575, 272)","(2553.346153846154, 259.7544378698225)"
134,372,512,50.589399489637906,DEC_P3,Q,"(2557, 507, 2602, 525)","(2580.4112903225805, 514.8494623655914)"
135,409,579,52.12371678453204,DEC_P3,Q,"(2572, 218, 2617, 241)","(2595.9902200488996, 229.64547677261615)"
136,369,504,48.709193913127194,DEC_P3,Q,"(2603, 365, 2647, 387)","(2626.5230352303524, 374.33875338753387)"
137,400,549,43.69437248612755,DEC_P3,Q,"(2619, 762, 2638, 803)","(2627.9925, 782.12)"
138,305,327,26.246023345394363,DEC_P3,Q,"(2633, 392, 2659, 410)","(2645.1081967213113, 400.327868852459)"
139,410,568,43.89932478212154,DEC_P3,Q,"(2662, 316, 2681, 356)","(2669.5, 337.70243902439023)"
140,422,613,46.14181798975723,DEC_P3,Q,"(2678, 608, 2723, 628)","(2701.627962085308, 617.0545023696683)"
141,343,455,34.34249655984919,DEC_P3,Q,"(2684, 235, 2717, 254)","(2701.6093294460643, 243.80466472303206)"
142,409,559,44.73925928781161,DEC_P3,Q,"(2752, 788, 2775, 828)","(2761.762836185819, 809.0586797066014)"
143,531,1130,48.585678595388515,DEC_P3,Q,"(2808, 103, 2858, 142)","(2836.154425612053, 120.35404896421845)"
144,427,594,50.09800595910077,DEC_P3,Q,"(2854, 715, 2885, 754)","(2868.9859484777517, 734.4566744730679)"
145,361,480,44.580086643112836,DEC_P3,Q,"(2856, 240, 2898, 255)","(2875.9806094182827, 246.62326869806094)"
146,445,933,43.19703434105502,DEC_P3,Q,"(2886, 135, 2933, 169)","(2906.4426966292135, 149.35955056179776)"
147,401,510,37.9162873124195,DEC_P3,Q,"(2912, 197, 2946, 221)","(2928.800498753117, 208.04488778054863)"
148,351,485,39.83351344334015,DEC_P3,Q,"(2951, 233, 2969, 268)","(2959.139601139601, 250.05413105413106)"
149,386,481,48.89332553362212,DEC_P3,Q,"(2975, 264, 3019, 280)","(2995.4870466321245, 270.2642487046632)"
150,378,486,45.29678115880198,DEC_P3,Q,"(3011, 506, 3051, 530)","(3029.84126984127, 517.4179894179895)"
151,365,506,40.34893967787331,DEC_P3,Q,"(3031, 630, 3070, 652)","(3048.194520547945, 639.2493150684932)"
152,404,541,44.90459486463002,DEC_P3,Q,"(3049, 367, 3075, 406)","(3061.866336633663, 385.94059405940595)"
153,407,577,43.951317722806124,DEC_P3,Q,"(3050, 726, 3068, 765)","(3059.2850122850123, 745.4103194103194)"
154,420,551,48.68067943403818,DEC_P3,Q,"(3082, 279, 3099, 322)","(3089.290476190476, 299.98333333333335)"
155,428,662,49.22361882559429,DEC_P3,Q,"(3083, 865, 3104, 911)","(3093.072429906542, 889.0700934579439)"
156,392,556,37.01263157398897,DEC_P3,Q,"(3090, 617, 3115, 651)","(3102.387755102041, 633.2321428571429)"
157,358,437,36.327396010154445,DEC_P3,Q,"(3126, 528, 3158, 546)","(3141.441340782123, 535.9608938547486)"
158,304,423,48.16808121845944,DEC_P3,Q,"(3128, 924, 3158, 959)","(3141.5098684210525, 940.0526315789474)"
159,435,556,50.729774859106946,DEC_P3,Q,"(3148, 354, 3167, 400)","(3158.7149425287357, 377.60459770114943)"
160,387,485,43.05119859366299,DEC_P3,Q,"(3152, 627, 3167, 666)","(3159.322997416021, 645.9819121447028)"
161,350,582,54.34199184345655,DEC_P3,Q,"(3164, 219, 3210, 251)","(3186.825714285714, 231.5857142857143)"
162,182,240,28.74405977757116,DEC_P3,Q,"(3170, 929, 3192, 949)","(3178.0604395604396, 936.9615384615385)"
163,361,511,41.9305514831446,DEC_P3,Q,"(3193, 600, 3214, 637)","(3200.4736842105262, 619.0581717451523)"
164,135,200,23.688038550534465,DEC_P3,Q,"(3203, 777, 3220, 796)","(3209.5481481481484, 786.9629629629629)"
165,365,463,45.46490379195171,DEC_P3,Q,"(3249, 373, 3263, 414)","(3256.095890410959, 393.0602739726027)"
166,175,247,28.942839440797627,DEC_P3,Q,"(3375, 505, 3401, 521)","(3386.194285714286, 515.68)"
167,308,380,45.69534511874877,DEC_P3,R,"(261, 897, 272, 939)","(265.56493506493507, 917.1590909090909)"
168,305,350,29.01876624290156,DEC_P3,R,"(334, 395, 362, 414)","(348.81311475409836, 404.2754098360656)"
169,341,457,41.328072591878474,DEC_P3,R,"(390, 419, 426, 441)","(408.2375366568915, 427.73900293255133)"
170,175,200,26.23630474154815,DEC_P3,R,"(433, 918, 455, 933)","(444.8, 923.8514285714285)"
171,229,345,36.47912904796825,DEC_P3,R,"(480, 57, 505, 85)","(494.7598253275109, 68.882096069869)"
172,370,492,45.851640776615504,DEC_P3,R,"(600, 759, 621, 801)","(610.3162162162162, 779.4432432432433)"
173,370,529,46.75443527226069,DEC_P3,R,"(655, 469, 684, 505)","(668.5837837837838, 485.8324324324324)"
174,301,440,32.581699404298284,DEC_P3,R,"(702, 47, 737, 71)","(719.0830564784053, 58.794019933554814)"
175,266,393,36.969683289868016,DEC_P3,R,"(710, 83, 739, 109)","(721.5300751879699, 93.5375939849624)"
176,350,671,51.80604727251342,DEC_P3,R,"(746, 54, 788, 75)","(764.4371428571428, 63.70285714285714)"
177,408,586,56.72428977572656,DEC_P3,R,"(747, 646, 799, 664)","(772.9877450980392, 654.3014705882352)"
178,301,399,45.085046869172444,DEC_P3,R,"(797, 139, 836, 156)","(814.641196013289, 148.35880398671097)"
179,358,461,40.48912258397551,DEC_P3,R,"(885, 803, 923, 821)","(899.9217877094972, 813.0810055865921)"
180,371,499,44.84284779067685,DEC_P3,R,"(944, 505, 962, 546)","(952.2183288409703, 524.3611859838275)"
181,380,530,44.67922914600045,DEC_P3,R,"(1009, 424, 1050, 442)","(1032.3078947368422, 432.1)"
182,332,453,43.03121631682863,DEC_P3,R,"(1144, 870, 1182, 884)","(1162.7228915662652, 876.1475903614457)"
183,334,442,44.54099026100805,DEC_P3,R,"(1195, 861, 1230, 888)","(1215.7215568862275, 872.3053892215569)"
184,283,362,40.88420207744969,DEC_P3,R,"(1334, 95, 1360, 127)","(1346.3604240282687, 110.33568904593639)"
185,474,661,59.50932294726736,DEC_P3,R,"(1348, 620, 1395, 654)","(1368.824894514768, 639.367088607595)"
186,379,556,43.825903984416335,DEC_P3,R,"(1388, 243, 1411, 284)","(1397.6965699208442, 263.86807387862797)"
187,231,305,42.584806743713074,DEC_P3,R,"(1528, 952, 1569, 962)","(1547.8831168831168, 956.5800865800866)"
188,306,426,48.20149610006421,DEC_P3,R,"(1554, 88, 1597, 107)","(1575.5359477124182, 97.2875816993464)"
189,403,515,49.813846831302854,DEC_P3,R,"(1596, 491, 1635, 521)","(1615.1712158808932, 505.48138957816377)"
190,336,432,41.325716355566286,DEC_P3,R,"(1622, 291, 1638, 330)","(1629.4613095238096, 310.51190476190476)"
191,241,348,40.65687788416238,DEC_P3,R,"(1622, 948, 1659, 960)","(1639.3941908713693, 953.8174273858921)"
192,384,490,45.69120546394957,DEC_P3,R,"(1680, 685, 1710, 719)","(1694.5416666666667, 701.765625)"
193,350,473,43.31410311950293,DEC_P3,R,"(1689, 235, 1726, 257)","(1707.5342857142857, 244.25714285714287)"
194,334,438,42.25403360320317,DEC_P3,R,"(1785, 295, 1825, 311)","(1803.754491017964, 302.97904191616766)"
195,398,576,41.359461123470645,DEC_P3,R,"(1877, 271, 1909, 303)","(1894.5628140703518, 285.2185929648241)"
196,384,527,44.711533913834636,DEC_P3,R,"(1904, 641, 1945, 661)","(1925.3515625, 651.921875)"
197,313,433,44.022091959013736,DEC_P3,R,"(1924, 118, 1947, 155)","(1933.932907348243, 136.03833865814696)"
198,210,219,24.776703833178292,DEC_P3,R,"(1995, 90, 2015, 109)","(2004.304761904762, 99.75714285714285)"
199,361,503,41.30961491424924,DEC_P3,R,"(2057, 739, 2080, 775)","(2065.93351800554, 756.2326869806094)"
200,425,618,47.542990328726354,DEC_P3,R,"(2176, 650, 2197, 695)","(2185.56, 672.8423529411765)"
201,325,439,40.07481643263042,DEC_P3,R,"(2198, 890, 2222, 923)","(2212.3384615384616, 908.2953846153846)"
202,301,395,41.11313193923871,DEC_P3,R,"(2245, 184, 2282, 197)","(2261.9966777408636, 189.90033222591362)"
203,329,435,41.55571037235717,DEC_P3,R,"(2260, 593, 2275, 632)","(2267.6686930091187, 611.9392097264438)"
204,393,486,33.773173862003176,DEC_P3,R,"(2285, 292, 2314, 317)","(2299.117048346056, 302.5852417302799)"
205,382,538,38.01489618229396,DEC_P3,R,"(2287, 811, 2317, 836)","(2298.7356020942407, 820.2801047120419)"
206,354,488,43.042986474833896,DEC_P3,R,"(2370, 761, 2389, 800)","(2379.774011299435, 779.8785310734463)"
207,366,474,43.01646943072675,DEC_P3,R,"(2419, 725, 2434, 763)","(2426.341530054645, 743.6775956284152)"
208,759,1293,95.19792401074547,DEC_P3,R,"(2437, 418, 2496, 483)","(2464.4426877470355, 448.59156785243744)"
209,376,488,49.11649245895078,DEC_P3,R,"(2492, 498, 2508, 543)","(2499.686170212766, 520.1409574468086)"
210,335,448,46.86842164990322,DEC_P3,R,"(2525, 822, 2565, 845)","(2543.441791044776, 833.2656716417911)"
211,372,564,52.298636182553544,DEC_P3,R,"(2528, 133, 2576, 153)","(2551.532258064516, 141.82258064516128)"
212,329,417,33.8982952011104,DEC_P3,R,"(2550, 662, 2578, 687)","(2562.4650455927053, 674.4133738601823)"
213,302,430,40.651678715742214,DEC_P3,R,"(2628, 156, 2651, 191)","(2637.5132450331125, 171.4503311258278)"
214,341,473,40.55693448024152,DEC_P3,R,"(2675, 529, 2711, 546)","(2692.2346041055716, 536.4281524926686)"
215,359,494,44.79133391460252,DEC_P3,R,"(2708, 272, 2730, 311)","(2719.559888579387, 290.8774373259053)"
216,308,422,41.00677960372921,DEC_P3,R,"(2710, 655, 2742, 681)","(2724.779220779221, 667.2467532467532)"
217,108,127,19.340126893271936,DEC_P3,R,"(2802, 109, 2811, 127)","(2805.6481481481483, 116.87962962962963)"
218,391,535,49.6431795548318,DEC_P3,R,"(2816, 577, 2837, 621)","(2826.7161125319694, 598.2404092071612)"
219,430,575,56.141992241462816,DEC_P3,R,"(2852, 836, 2897, 866)","(2874.9046511627907, 851.8511627906977)"
220,312,520,48.54767480839175,DEC_P3,R,"(2853, 116, 2895, 137)","(2876.0448717948716, 127.4775641025641)"
221,324,433,41.884004330300336,DEC_P3,R,"(2897, 613, 2932, 639)","(2915.4691358024693, 623.8765432098766)"
222,350,485,41.36327011111478,DEC_P3,R,"(2902, 873, 2941, 890)","(2923.502857142857, 880.7971428571428)"
223,349,484,45.503308433919734,DEC_P3,R,"(2905, 302, 2925, 343)","(2915.0687679083094, 322.26361031518627)"
224,328,423,45.7750997123585,DEC_P3,R,"(2930, 501, 2969, 523)","(2948.0975609756097, 510.9634146341463)"
225,626,919,46.40972063049251,DEC_P3,R,"(2930, 737, 2973, 769)","(2952.043130990415, 750.6038338658147)"
226,332,449,45.28422211405206,DEC_P3,R,"(2980, 775, 3020, 790)","(2998.644578313253, 781.6897590361446)"
227,205,324,36.36666836167989,DEC_P3,R,"(2991, 941, 3010, 972)","(3000.2292682926827, 954.8243902439025)"
228,345,482,43.937118135168355,DEC_P3,R,"(2994, 284, 3022, 318)","(3006.7797101449273, 300.7739130434783)"
229,694,1184,54.84297116514371,DEC_P3,R,"(3004, 344, 3043, 394)","(3021.5475504322767, 365.30403458213254)"
230,103,122,22.140423940946313,DEC_P3,R,"(3008, 117, 3026, 131)","(3015.6990291262136, 123.45631067961165)"
231,327,484,39.55141805671831,DEC_P3,R,"(3034, 124, 3063, 154)","(3046.1498470948013, 141.03975535168195)"
232,228,319,29.425337759818273,DEC_P3,R,"(3052, 117, 3069, 143)","(3058.7982456140353, 127.44736842105263)"
233,405,548,48.97249910722741,DEC_P3,R,"(3053, 456, 3068, 502)","(3060.0246913580245, 479.05185185185184)"
234,269,348,50.96201420158946,DEC_P3,R,"(3076, 219, 3109, 255)","(3091.9442379182155, 235.4460966542751)"
235,533,751,50.69264178032527,DEC_P3,R,"(3076, 510, 3122, 535)","(3099.6153846153848, 522.8742964352721)"
